Symbol,Company Name,Industry,Market Cap
MAPS,WM Technology,Software - Application,135936616
MAQC,Maquia Capital Acquisition,Shell Companies,91504938
MAR,Marriott International,Lodging,50799062640
MARA,Marathon Digital Holdings,Capital Markets,1409892277
MARK,Remark Holdings,Software - Infrastructure,20178320
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,17000000
MARX,Mars Acquisition,Shell Companies,94406720
MAS,Masco,Building Products & Equipment,11239882129
MASI,Masimo,Medical Instruments & Supplies,9704524531
MASS,908 Devices,Medical Devices,273039588
MAT,Mattel,Leisure,6434830080
MATH,Metalpha Technology Holding,Internet Content & Information,901365350
MATV,Mativ Holdings,Paper & Paper Products,1172964199
MATW,Matthews International,Conglomerates,1091763033
MATX,Matson,Marine Shipping,2163442612
MAX,MediaAlpha,Internet Content & Information,920457954
MAXN,Maxeon Solar Technologies,Solar,1237993237
MAXR,Maxar Technologies,Communication Equipment,3875678885
MAYS,J.W. Mays,Real Estate Services,91516412
MBAC,M3-Brigade Acquisition II,Shell Companies,496000000
MBC,MasterBrand,"Furnishings, Fixtures & Appliances",1020226480
MBCN,Middlefield Banc,Banks - Regional,227699439
MBI,MBIA Inc.,Insurance - Specialty,514467720
MBIN,Merchants Bancorp,Banks - Regional,1108077168
MBIO,Mustang Bio,Biotechnology,35557487
MBLY,Mobileye Global,Auto Parts,34794960942
MBOT,Microbot Medical,Medical Instruments & Supplies,16412510
MBRX,Moleculin Biotech,Biotechnology,27196410
MBSC,M3-Brigade Acquisition III,Shell Companies,387375000
MBTC,Nocturne Acquisition,Shell Companies,58032472
MBUU,Malibu Boats,Recreational Vehicles,1160204156
MBWM,Mercantile Bank,Banks - Regional,487210746
MC,Moelis & Company,Capital Markets,2611648000
MCAA,Mountain & Co. I Acquisition,Shell Companies,193123739
MCAC,Monterey Capital Acquisition,Shell Companies,119405880
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,77993400
MCAG,Mountain Crest Acquisition V,Shell Companies,92605734
MCB,Metropolitan Bank Holding,Banks - Regional,338478768
MCBC,Macatawa Bank,Banks - Regional,344344892
MCBS,MetroCity Bankshares,Banks - Regional,428700085
MCD,McDonald's,Restaurants,206384570351
MCFT,MasterCraft Boat Holdings,Recreational Vehicles,542710439
MCHP,Microchip Technology,Semiconductors,45308204513
MCHX,Marchex,Advertising Agencies,78981372
MCK,McKesson,Medical Distribution,49814302940
MCLD,mCloud Technologies,Software - Application,9531106
MCO,Moody's,Financial Data & Stock Exchanges,55768754266
MCOM,micromobility.com,Recreational Vehicles,36295920
MCRB,Seres Therapeutics,Biotechnology,751412960
MCRI,Monarch Casino & Resort,Resorts & Casinos,1446028326
MCS,The Marcus Corporation,Entertainment,509851419
MCVT,Mill City Ventures III,Credit Services,13978688
MCW,Mister Car Wash,Personal Services,2584359360
MCY,Mercury General,Insurance - Property & Casualty,1764676957
MD,Pediatrix Medical Group,Medical Care Facilities,1238022030
MDB,MongoDB,Software - Infrastructure,15889339564
MDC,M.D.C. Holdings,Residential Construction,2859226032
MDGL,Madrigal Pharmaceuticals,Biotechnology,4514004060
MDGS,Medigus,Medical Devices,6738057
MDIA,MediaCo Holding,Broadcasting,28871584
MDJH,MDJM Ltd,Real Estate Services,18446816
MDLZ,Mondelez International,Confectioners,95731624829
MDNA,Medicenna Therapeutics,Biotechnology,47169842
MDRR,Medalist Diversified REIT,REIT - Diversified,14529923
MDRX,Allscripts Healthcare Solutions,Health Information Services,1414917000
MDT,Medtronic,Medical Devices,105994558851
MDU,MDU Resources Group,Conglomerates,6169807200
MDV,Modiv,REIT - Diversified,80139263
MDVL,MedAvail Holdings,Pharmaceutical Retailers,23024737
MDWD,MediWound,Biotechnology,132266254
MDWT,Midwest Holding,Insurance - Life,54465788
MDXG,MiMedx Group,Biotechnology,381037220
MDXH,MDxHealth,Diagnostics & Research,91659159
ME,23andMe Holding Co.,Diagnostics & Research,1042569559
MEC,Mayville Engineering Company,Metal Fabrication,289074791
MED,Medifast,Personal Services,1111483552
MEDP,Medpace Holdings,Diagnostics & Research,5903885028
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,2833074
MEG,Montrose Environmental Group,Waste Management,1050014826
MEGL,Magic Empire Global,Capital Markets,28800000
MEI,Methode Electronics,Electronic Components,1568976520
MEIP,MEI Pharma,Biotechnology,30143638
MEKA,MELI Kaszek Pioneer,Shell Companies,303343625
MELI,MercadoLibre,Internet Retail,66020656392
MEOA,Minority Equality Opportunities Acquisition,Shell Companies,46004840
MEOH,Methanex,Chemicals,3227610564
MERC,Mercer International,Paper & Paper Products,641821840
MESA,Mesa Air Group,Airlines,92158968
MESO,Mesoblast,Biotechnology,496454920
MET,MetLife,Insurance - Life,44889764212
META,Meta Platforms,Internet Content & Information,552413817584
METC,Ramaco Resources,Coking Coal,397399092
METX,Meten Holding Group,Education & Training Services,5101865
MF,Missfresh,Grocery Stores,9506692
MFA,MFA Financial,REIT - Mortgage,1003833200
MFC,Manulife Financial,Insurance - Life,34509377795
MFG,Mizuho Financial Group,Banks - Regional,36873773814
MFIC,MidCap Financial Investment,Asset Management,741564362
MFIN,Medallion Financial,Credit Services,164637788
MG,Mistras Group,Security & Protection Services,217269294
MGA,Magna International,Auto Parts,15300221320
MGAM,Mobile Global Esports,Electronic Gaming & Multimedia,14350258
MGEE,MGE Energy,Utilities - Diversified,2767585002
MGI,MoneyGram International,Credit Services,1004914560
MGIC,Magic Software Enterprises,Information Technology Services,661774988
MGLD,The Marygold Companies,Asset Management,66164280
MGM,MGM Resorts International,Resorts & Casinos,16500471000
MGNI,Magnite,Advertising Agencies,1253328886
MGNX,MacroGenics,Biotechnology,466263044
MGOL,MGO Global,Advertising Agencies,22553532
MGPI,MGP Ingredients,Beverages - Wineries & Distilleries,2175419328
MGRC,McGrath RentCorp,Rental & Leasing Services,2257516620
MGRX,Mangoceuticals,Medical Care Facilities,17305950
MGTA,Magenta Therapeutics,Biotechnology,45940788
MGTX,MeiraGTx Holdings,Biotechnology,294431115
MGY,Magnolia Oil & Gas,Oil & Gas E&P,6444813567
MGYR,Magyar Bancorp,Banks - Regional,71205341
MHH,Mastech Digital,Staffing & Employment Services,141315670
MHK,Mohawk Industries,"Furnishings, Fixtures & Appliances",6302562357
MHLD,Maiden Holdings,Insurance - Reinsurance,219309120
MHO,M/I Homes,Residential Construction,1749472932
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,151300800
MICS,The Singing Machine Company,Consumer Electronics,5281711
MIDD,The Middleby Corporation,Specialty Industrial Machinery,7833985461
MIGI,Mawson Infrastructure Group,Capital Markets,42675922
MIMO,Airspan Networks Holdings,Telecom Services,49224780
MIND,MIND Technology,Scientific & Technical Instruments,6999144
MINM,Minim,Communication Equipment,4102259
MIR,Mirion Technologies,Specialty Industrial Machinery,1905441355
MIRM,Mirum Pharmaceuticals,Biotechnology,948775000
MIRO,Miromatrix Medical,Biotechnology,42756281
MIST,Milestone Pharmaceuticals,Biotechnology,132483056
MITA,Coliseum Acquisition,Shell Companies,193125000
MITK,Mitek Systems,Software - Application,413293700
MITQ,Moving iMage Technologies,Communication Equipment,11104486
MITT,AG Mortgage Investment Trust,REIT - Mortgage,121656862
MIXT,MiX Telematics,Software - Application,174407252
MKC,"McCormick & Company,",Packaged Foods,22606529027
MKFG,Markforged Holding,Computer Hardware,183866065
MKL,Markel,Insurance - Property & Casualty,17349357366
MKSI,MKS Instruments,Scientific & Technical Instruments,5812229574
MKTW,MarketWise,Software - Application,46899116
MKTX,MarketAxess Holdings,Capital Markets,14635762776
MKUL,Molekule Group,Pollution & Treatment Controls,90674848
ML,MoneyLion,Software - Application,155451276
MLAB,Mesa Laboratories,Scientific & Technical Instruments,916440461
MLAC,Malacca Straits Acquisition Company,Shell Companies,43413205
MLCO,Melco Resorts & Entertainment,Resorts & Casinos,5764071107
MLEC,Moolec Science,Biotechnology,153996820
MLGO,MicroAlgo,Software - Infrastructure,90783369
MLI,Mueller Industries,Metal Fabrication,4228931060
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",1531394727
MLM,Martin Marietta Materials,Building Materials,22108881600
MLNK,MeridianLink,Software - Application,1383598614
MLP,Maui Land & Pineapple Company,Real Estate Services,233016696
MLR,Miller Industries,Auto Parts,411001200
MLSS,Milestone Scientific,Medical Instruments & Supplies,62110834
MLTX,MoonLake Immunotherapeutics,Biotechnology,807359604
MLVF,Malvern Bancorp,Banks - Regional,117603486
MLYS,Mineralys Therapeutics,Biotechnology,79834723
MMAT,Meta Materials,Electronic Components,187904626
MMC,Marsh & McLennan Companies,Insurance Brokers,83399509079
MMI,Marcus & Millichap,Real Estate Services,1247850728
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,110907180
MMM,3M Company,Conglomerates,57667112493
MMMB,MamaMancini's Holdings,Packaged Foods,68640831
MMP,"Magellan Midstream Partners,",Oil & Gas Midstream,11099852400
MMS,Maximus,Specialty Business Services,4852748005
MMSI,Merit Medical Systems,Medical Instruments & Supplies,4243251540
MMV,MultiMetaVerse Holdings,Entertainment,69205672
MMYT,MakeMyTrip,Travel Services,2604478760
MNDO,MIND C.T.I.,Software - Application,40119992
MNDY,monday.com,Software - Application,6076642800
MNKD,MannKind,Biotechnology,1090006120
MNMD,Mind Medicine (MindMed),Biotechnology,116093370
MNOV,MediciNova,Biotechnology,102997020
MNPR,Monopar Therapeutics,Biotechnology,18866276
MNRO,Monro,Auto Parts,1555377656
MNSB,MainStreet Bancshares,Banks - Regional,179384436
MNSO,MINISO Group Holding,Specialty Retail,5433858125
MNST,Monster Beverage,Beverages - Non-Alcoholic,55981453885
MNTK,Montauk Renewables,Utilities - Diversified,1123436840
MNTN,Everest Consolidator Acquisition,Shell Companies,225974990
MNTS,Momentus,Aerospace & Defense,51439279
MNTV,Momentive Global,Software - Application,1408951500
MNTX,Manitex International,Farm & Heavy Construction Machinery,103551050
MO,Altria Group,Tobacco,80314491679
MOB,Mobilicom,Communication Equipment,6632197
MOBQ,Mobiquity Technologies,Advertising Agencies,2244619
MOBV,Mobiv Acquisition,Shell Companies,137413310
MOD,Modine Manufacturing Company,Auto Parts,1195637388
MODD,Modular Medical,Medical Devices,16398150
MODG,Topgolf Callaway Brands,Leisure,4024737546
MODN,Model N,Software - Application,1234679384
MODV,ModivCare,Medical Care Facilities,1200822824
MOFG,MidWestOne Financial Group,Banks - Regional,381850308
MOG.A,Moog Inc.,Aerospace & Defense,3219316363
MOG.B,Moog Inc.,Aerospace & Defense,3202464688
MOGO,Mogo Inc.,Software - Infrastructure,46482392
MOGU,MOGU Inc.,Internet Retail,26705267
MOH,Molina Healthcare,Healthcare Plans,15849113600
MOLN,Molecular Partners AG,Biotechnology,217423107
MOMO,Hello Group,Internet Content & Information,1810643140
MOND,Mondee Holdings,Travel Services,998672014
MOR,MorphoSys AG,Biotechnology,537089520
MORF,Morphic Holding,Biotechnology,1501109777
MORN,Morningstar,Financial Data & Stock Exchanges,8640877141
MOS,The Mosaic Company,Agricultural Inputs,15666835092
MOTS,Motus GI Holdings,Medical Devices,4562488
MOV,Movado Group,Luxury Goods,650818000
MOVE,Movano,Medical Devices,47825250
MOXC,Moxian (BVI),Advertising Agencies,34132512
MP,MP Materials,Other Industrial Metals & Mining,4980408720
MPAA,Motorcar Parts of America,Auto Parts,137999112
MPB,Mid Penn Bancorp,Banks - Regional,405572133
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,59902148470
MPLN,MultiPlan,Health Information Services,747832401
MPLX,MPLX LP,Oil & Gas Midstream,34816171200
MPRA,Mercato Partners Acquisition,Shell Companies,299575000
MPTI,M-tron Industries,Electronic Components,29503976
MPU,Mega Matrix,Rental & Leasing Services,36781064
MPW,Medical Properties Trust,REIT - Healthcare Facilities,4882128261
MPWR,Monolithic Power Systems,Semiconductors,23319945850
MPX,Marine Products,Recreational Vehicles,450100739
MQ,Marqeta,Software - Infrastructure,2385896363
MRAI,Marpai,Healthcare Plans,20640630
MRAM,Everspin Technologies,Semiconductors,136956710
MRBK,Meridian,Banks - Regional,142920655
MRC,MRC Global,Oil & Gas Equipment & Services,843483601
MRCC,Monroe Capital,Asset Management,169647129
MRCY,Mercury Systems,Aerospace & Defense,2951300241
MRDB,MariaDB,Software - Infrastructure,87757824
MREO,Mereo BioPharma Group,Biotechnology,98338985
MRIN,Marin Software,Software - Application,15511500
MRK,Merck & Co.,Drug Manufacturers - General,276376288074
MRKR,Marker Therapeutics,Biotechnology,6864847
MRM,MEDIROM Healthcare Technologies,Personal Services,29661188
MRNA,Moderna,Biotechnology,61507929992
MRNS,Marinus Pharmaceuticals,Biotechnology,347655700
MRO,Marathon Oil,Oil & Gas E&P,16578790241
MRSN,Mersana Therapeutics,Biotechnology,459110500
MRTN,Marten Transport,Trucking,1675803338
MRTX,Mirati Therapeutics,Biotechnology,2244321726
MRUS,Merus,Biotechnology,868449375
MRVI,Maravai LifeSciences Holdings,Biotechnology,3463956403
MRVL,Marvell Technology,Semiconductors,35946953658
MS,Morgan Stanley,Capital Markets,146597887611
MSA,MSA Safety,Security & Protection Services,5235786520
MSAC,Medicus Sciences Acquisition,Shell Companies,118124552
MSB,Mesabi Trust,Steel,334822400
MSBI,Midland States Bancorp,Banks - Regional,481866462
MSC,Studio City International Holdings,Resorts & Casinos,1412007916
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,44624714310
MSEX,Middlesex Water Company,Utilities - Regulated Water,1383140640
MSFT,Microsoft,Software - Infrastructure,2138082692383
MSGE,Madison Square Garden Entertainment,Entertainment,1992032335
MSGM,Motorsport Games,Electronic Gaming & Multimedia,16116351
MSGS,Madison Square Garden Sports,Entertainment,4656015224
MSI,Motorola Solutions,Communication Equipment,47738167500
MSM,MSC Industrial Direct Co.,Industrial Distribution,4722925967
MSN,Emerson Radio,Consumer Electronics,11373579
MSSA,Metal Sky Star Acquisition,Shell Companies,152620000
MSTR,MicroStrategy,Software - Application,3835706481
MSVB,Mid-Southern Bancorp,Banks - Regional,32774054
MT,ArcelorMittal,Steel,23252285578
MTA,Metalla Royalty & Streaming,Other Precious Metals & Mining,255233349
MTAC,MedTech Acquisition,Shell Companies,84413182
MTAL,Metals Acquisition,Shell Companies,328120670
MTB,M&T Bank,Banks - Regional,19953544560
MTC,MMTec,Software - Application,3607550
MTCH,Match Group,Internet Content & Information,10740007800
MTCR,Metacrine,Biotechnology,24875114
MTD,Mettler-Toledo International,Diagnostics & Research,33779391555
MTDR,Matador Resources Company,Oil & Gas E&P,6104821440
MTEK,Maris-Tech,Electronic Components,6836133
MTEM,Molecular Templates,Biotechnology,24231188
MTEX,"Mannatech,",Household & Personal Products,32319773
MTG,MGIC Investment,Insurance - Specialty,3904543992
MTH,Meritage Homes,Residential Construction,4389776820
MTLS,Materialise NV,Software - Application,499086575
MTN,Vail Resorts,Resorts & Casinos,9400612936
MTNB,Matinas BioPharma Holdings,Biotechnology,106416393
MTR,Mesa Royalty Trust,Oil & Gas E&P,31047596
MTRN,Materion,Other Industrial Metals & Mining,2369898160
MTRX,Matrix Service Company,Engineering & Construction,151951312
MTRY,Monterey Bio Acquisition,Shell Companies,52271978
MTSI,MACOM Technology Solutions Holdings,Semiconductors,4958516210
MTTR,Matterport,Software - Application,794593800
MTVC,Motive Capital Corp II,Shell Companies,445066895
MTW,The Manitowoc Company,Farm & Heavy Construction Machinery,588749148
MTX,Minerals Technologies,Specialty Chemicals,1959239421
MTZ,MasTec,Engineering & Construction,7391393466
MU,Micron Technology,Semiconductors,65236588854
MUFG,Mitsubishi UFJ Financial Group,Banks - Diversified,78341345516
MULN,Mullen Automotive,Auto Manufacturers,233779702
MUR,Murphy Oil,Oil & Gas E&P,6200212560
MURF,Murphy Canyon Acquisition,Shell Companies,66478507
MUSA,Murphy USA,Specialty Retail,5651391790
MUX,McEwen Mining,Other Precious Metals & Mining,421157088
MVBF,MVB Financial,Banks - Regional,256723344
MVIS,MicroVision,Scientific & Technical Instruments,471194941
MVLA,Movella Holdings,Software - Application,65631975
MVST,Microvast Holdings,Electrical Equipment & Parts,405325780
MWA,Mueller Water Products,Specialty Industrial Machinery,2156443200
MX,Magnachip Semiconductor,Semiconductors,407070950
MXC,Mexco Energy,Oil & Gas E&P,28510020
MXCT,MaxCyte,Medical Devices,492914950
MXL,MaxLinear,Semiconductors,2760043935
MYE,Myers Industries,Packaging & Containers,782084709
MYFW,First Western Financial,Banks - Regional,186443252
MYGN,Myriad Genetics,Diagnostics & Research,1929875017
MYMD,MyMD Pharmaceuticals,Biotechnology,65520200
MYNA,Mynaric AG,Communication Equipment,137914900
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,90363855
MYO,Myomo,Medical Devices,14433881
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,493680431
MYRG,MYR Group,Engineering & Construction,2163080140
MYSZ,My Size,Software - Application,2796926
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,603505332
NA,Nano Labs,Semiconductors,59093198
NAAS,NaaS Technology,Specialty Retail,2163016000
NABL,N-able,Information Technology Services,2402862106
NAII,Natural Alternatives International,Packaged Foods,55323560
NAK,Northern Dynasty Minerals,Other Industrial Metals & Mining,127146962
NAMS,NewAmsterdam Pharma Company,Biotechnology,1103504094
NAOV,NanoVibronix,Medical Devices,5591226
NAPA,The Duckhorn Portfolio,Beverages - Wineries & Distilleries,1849264950
NARI,Inari Medical,Medical Devices,3285435713
NAT,Nordic American Tankers,Marine Shipping,726610080
NATH,Nathan's Famous,Restaurants,306713350
NATI,National Instruments,Software - Application,6928524240
NATR,Nature's Sunshine Products,Packaged Foods,198566646
